datetime,close,volume,open,high,low,missing
2015-03-25,1.67,210.0,1.61,1.67,1.61,0.0
2015-03-26,1.6,400.0,1.6,1.6,1.6,0.0
2015-03-27,1.58,7301.0,1.6,1.63,1.58,0.0
2015-03-30,1.6,49639.0,1.6,1.64,1.57,0.0
2015-03-31,1.73,128356.0,1.64,1.82,1.48,0.0
2015-04-01,2.0,197891.0,1.76,2.11,1.76,0.0
2015-04-02,1.9,103741.0,1.9,2.1,1.9,0.0
2015-04-03,1.9,103741.0,1.9,2.1,1.9,1.0
2015-04-06,1.7,94728.0,1.9,2.06,1.7,0.0
2015-04-07,1.69,26700.0,1.68,1.78,1.65,0.0
2015-04-08,1.61,58977.0,1.671,1.671,1.5905,0.0
2015-04-09,1.55,68576.0,1.62,1.65,1.45,0.0
2015-04-10,1.56,59305.0,1.56,1.58,1.47,0.0
2015-04-13,1.64,111964.0,1.6,1.72,1.48,0.0
2015-04-14,1.85,47455.0,1.65,1.86,1.65,0.0
2015-04-15,1.92,162870.0,1.9,2.05,1.9,0.0
2015-04-16,1.9,67041.0,1.9,1.99,1.89,0.0
2015-04-17,1.88,46432.0,1.92,1.95,1.88,0.0
2015-04-20,1.92,31800.0,1.88,1.96,1.88,0.0
2015-04-21,1.9,11700.0,1.88,1.95,1.85,0.0
2015-04-22,1.77,20704.0,1.87,1.94,1.77,0.0
2015-04-23,1.89,2462.0,1.85,1.92,1.85,0.0
2015-04-24,1.9,13166.0,1.86,1.91,1.86,0.0
2015-04-27,1.89,11549.0,1.89,1.92,1.87,0.0
2015-04-28,1.82,19690.0,1.85,1.9,1.79,0.0
2015-04-29,1.74,19700.0,1.79,1.79,1.71,0.0
2015-04-30,1.64,4121.0,1.68,1.69,1.64,0.0
2015-05-01,1.62,12170.0,1.66,1.66,1.55,0.0
2015-05-04,1.64,7211.0,1.6,1.66,1.6,0.0
2015-05-05,1.6,37122.0,1.55,1.64,1.53,0.0
2015-05-06,1.72,76803.0,1.6,1.96,1.55,0.0
2015-05-07,1.69,55818.0,1.72,1.81,1.63,0.0
2015-05-08,1.65,370.0,1.65,1.65,1.65,0.0
2015-05-11,1.6463,500.0,1.72,1.72,1.6463,0.0
2015-05-12,1.66,1400.0,1.61,1.67,1.61,0.0
2015-05-13,1.66,0.0,1.66,1.66,1.66,0.0
2015-05-14,1.62,3759.0,1.608,1.65,1.58,0.0
2015-05-15,1.61,125.0,1.61,1.61,1.61,0.0
2015-05-18,1.6,356.0,1.6606,1.6606,1.6,0.0
2015-05-19,1.6,0.0,1.6,1.6,1.6,0.0
2015-05-20,1.6,0.0,1.6,1.6,1.6,0.0
2015-05-21,1.56,2034.0,1.6,1.6,1.56,0.0
2015-05-22,1.6,3695.0,1.55,1.6,1.52,0.0
2015-05-25,1.6,3695.0,1.55,1.6,1.52,1.0
2015-05-26,1.56,14208.0,1.53,1.61,1.52,0.0
2015-05-27,1.56,1100.0,1.585,1.63,1.55,0.0
2015-05-28,1.6,17807.0,1.6,1.7,1.52,0.0
2015-05-29,1.54,700.0,1.55,1.55,1.54,0.0
2015-06-01,1.58,4700.0,1.62,1.62,1.569,0.0
2015-06-02,1.59,11566.0,1.62,1.62,1.5605,0.0
2015-06-03,1.58,1820.0,1.62,1.68,1.53,0.0
2015-06-04,1.59,300.0,1.62,1.62,1.59,0.0
2015-06-05,1.62,4559.0,1.55,1.62,1.54,0.0
2015-06-08,1.6,5744.0,1.65,1.65,1.5405,0.0
